Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
Medium,Education,1,1,9.902,33.117,0,1,1,0,0,0,1,1,1
Medium,Education,1,1,7.344,3.582,0,0,0,0,0,1,0,0,1
High,Healthcare,1,1,6.966,4.118,0,0,0,1,1,1,1,0,1
High,IT,1,1,7.533,2.17,1,0,0,1,0,1,0,0,1
Medium,Retail,0,1,10.895,37.721,0,0,1,0,0,0,0,1,1
Medium,Retail,0,1,7.441,3.904,1,1,1,1,1,0,0,1,1
Low,Education,1,1,815.623,6.455,1,0,1,1,1,1,0,1,1
High,Healthcare,1,1,714.642,3.552,0,0,0,0,0,1,0,1,1
Medium,Retail,1,0,9.411,4.3,0,0,0,0,0,0,0,0,1
Medium,Education,1,1,8.311,5.377,1,0,0,0,1,1,0,1,1
High,Retail,1,1,5.993,27.437,1,0,1,1,0,1,0,0,1
Low,IT,1,0,6.062,6.063,0,1,1,0,1,1,1,1,1
Medium,Retail,1,1,4.002,6.645,0,0,0,1,0,1,0,1,1
Medium,IT,1,1,6.337,39.566,0,0,0,0,0,1,0,0,1
Low,IT,0,1,9.587,319.086,0,1,0,1,0,1,1,1,1
Low,Education,0,1,10.647,6.44,1,1,1,0,0,1,0,0,1
Medium,Healthcare,1,0,9.371,5.193,0,0,1,0,0,0,1,1,1
Medium,Retail,1,1,9.109,41.229,0,0,0,0,0,1,0,1,1
Medium,IT,0,0,77.469,6.14,1,0,1,0,0,1,0,1,1
High,Retail,0,1,9.549,5.981,0,0,0,0,0,0,0,1,1
Medium,Healthcare,0,1,8.572,3.495,1,0,0,0,1,1,0,1,1
Medium,Healthcare,0,1,11.608,4.373,1,1,0,1,0,1,1,0,1
Low,Retail,0,0,7.803,4.865,0,0,0,1,0,0,0,1,1
Low,Education,1,0,10.686,4.043,0,0,0,0,0,0,0,0,1
Medium,Education,1,1,974.822,19.136,0,0,0,0,0,1,1,0,1
Medium,Education,1,1,9.47,25.926,1,0,1,0,0,0,0,0,1
High,Healthcare,0,0,397.701,19.626,1,1,0,1,1,1,0,1,1
Medium,Healthcare,0,0,9.858,4.739,0,1,0,0,1,0,0,1,1
Medium,IT,1,0,7.744,2.223,1,0,0,0,0,0,0,1,1
Medium,Education,1,1,7.112,4.288,1,0,1,1,1,1,1,1,1
Medium,Retail,1,1,5.034,6.747,0,1,0,0,0,1,0,0,1
Medium,Healthcare,0,0,7.988,6.141,0,0,0,0,1,0,1,0,1
High,Education,1,1,8.067,12.438,1,1,1,1,0,0,0,0,1
Medium,Retail,1,0,5.393,20.819,0,0,0,1,1,0,0,1,1
Medium,Retail,1,1,5.053,2.835,1,0,0,0,1,1,0,1,1
Medium,IT,1,1,8.973,22.464,1,0,0,0,1,1,0,0,1
High,Retail,1,1,9.743,15.192,0,0,0,0,0,1,0,1,1
High,IT,1,1,8.38,39.837,1,0,0,1,1,1,0,0,1
Medium,Education,0,1,10.301,50.576,0,0,1,0,0,0,1,1,1
Medium,Retail,0,1,78.272,5.431,1,0,0,0,1,1,0,1,1
High,IT,0,1,7.891,3.288,0,1,1,1,0,1,1,1,1
High,IT,1,1,6.165,35.921,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,4.879,4.533,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,1.17,38.372,0,0,0,0,0,0,0,0,1
Low,Retail,0,1,10.262,5.215,0,1,0,1,0,1,0,0,1
Low,Healthcare,1,0,5.214,464.554,1,0,0,1,0,1,1,1,1
High,Education,1,1,8.311,34.355,1,0,1,1,0,0,0,0,1
High,IT,1,1,7.799,12.15,0,0,0,0,1,1,0,0,1
High,Education,1,1,7.452,624.854,1,0,0,0,1,1,0,1,1
Medium,IT,1,1,7.181,29.708,1,0,0,0,1,1,0,1,1
Low,Healthcare,1,1,8.762,453.633,0,0,0,1,1,1,0,0,1
Medium,Education,0,1,9.636,11.251,1,1,1,0,1,0,0,1,1
High,Healthcare,1,1,880.478,3.983,0,0,0,0,1,0,0,1,1
Medium,Healthcare,0,1,7.758,41.503,1,0,0,0,1,0,0,1,1
High,Education,0,1,768.554,4.222,0,0,1,0,0,0,0,1,1
Medium,Retail,0,0,9.873,8.52,0,1,0,0,0,1,1,1,1
Medium,Retail,1,1,8.926,3.053,0,1,0,1,0,0,1,1,1
High,IT,1,1,8.145,52.309,1,1,1,0,1,0,0,1,1
High,IT,1,0,7.928,4.784,0,1,0,0,0,0,0,0,1
High,Education,0,1,8.69,2.982,0,0,0,0,1,1,0,1,1
Low,IT,1,0,70.633,5.208,0,0,0,0,0,0,0,1,1
High,IT,1,1,9.643,37.535,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,0,5.848,5.312,0,1,0,0,0,1,0,0,1
Medium,Retail,1,0,71.77,6.941,1,0,1,1,0,0,0,1,1
High,Retail,0,0,9.222,422.619,0,0,1,1,0,1,0,1,1
Medium,Healthcare,1,0,5.734,3.578,1,1,1,0,0,1,1,1,1
Medium,Retail,1,1,4.853,557.733,0,1,1,0,1,0,0,1,1
Medium,Education,1,1,812.615,6.094,1,0,1,0,0,1,0,1,1
Medium,IT,1,1,4.607,2.675,0,0,0,0,1,1,0,0,1
High,Healthcare,1,1,5.402,3.32,1,1,1,0,0,1,0,1,1
High,Retail,1,1,9.513,5.013,0,0,1,0,1,1,0,1,1
Medium,IT,0,1,7.59,3.801,0,1,0,1,0,0,0,1,1
Low,Healthcare,0,0,10.57,25.685,0,0,1,0,0,0,0,1,1
High,Healthcare,0,1,559.037,4.811,0,1,0,0,0,1,0,1,1
Medium,Healthcare,0,1,78.12,5.007,0,0,1,1,0,1,0,1,1
Low,Healthcare,1,1,8.799,3.498,1,1,1,0,0,1,0,0,1
Medium,Retail,0,1,5.658,4.092,1,0,1,0,1,1,0,0,1
Low,IT,1,1,1.006,31.351,0,0,1,0,0,0,0,0,1
Low,IT,1,1,9.021,2.357,0,0,1,1,0,0,0,1,1
Medium,Healthcare,0,1,47.814,32.544,1,0,0,0,0,1,0,1,1
Medium,Education,1,1,7.924,411.089,1,0,1,0,1,0,1,0,1
Medium,Education,1,1,8.771,17.873,0,0,1,0,0,1,0,1,1
Medium,Education,0,1,6.819,33.639,0,0,1,0,0,0,1,0,1
High,Retail,0,1,50.402,4.131,0,1,1,1,1,1,0,0,1
Medium,IT,1,0,855.691,57.919,0,0,1,1,0,1,1,1,1
Medium,Retail,1,1,12.422,3.531,0,1,0,1,1,1,1,0,1
Medium,Education,1,1,7.226,2.131,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,11.138,36.855,0,0,1,1,0,1,0,0,1
High,Education,0,0,64.954,3.15,0,0,1,0,0,0,1,0,1
Medium,Healthcare,0,1,8.431,4.828,1,1,0,0,1,1,1,1,1
Low,Healthcare,1,1,9.543,3.493,0,0,0,1,0,1,1,0,1
Medium,IT,0,1,798.317,6.584,0,1,1,1,1,0,1,1,1
Low,Retail,0,1,74.045,9.537,0,0,1,1,0,0,0,0,1
Medium,Education,1,1,9.452,4.213,0,1,0,1,1,1,0,1,1
Medium,IT,1,0,11.782,41.337,1,1,0,0,0,1,0,0,1
Medium,Retail,1,1,8.601,1.687,0,1,1,0,0,1,0,1,1
Medium,Retail,1,1,6.967,18.031,1,1,1,0,0,0,0,1,1
High,Healthcare,0,1,7.62,38.62,1,0,1,1,1,0,0,1,1
Medium,IT,0,0,13.039,450.425,0,0,1,0,0,1,0,1,1
Low,IT,0,1,8.269,5.053,1,0,0,0,1,1,0,0,1
High,Healthcare,1,1,6.811,435.615,1,0,0,0,0,1,1,0,1
Medium,Education,1,1,5.709,22.21,1,0,0,0,0,1,0,1,1
Medium,Education,1,1,4.348,24.33,0,0,0,0,0,0,0,1,1
Medium,IT,1,0,872.716,38.496,0,1,0,0,1,1,0,0,1
Low,Healthcare,1,1,9.309,3.199,1,0,0,0,0,1,0,1,1
Medium,Healthcare,0,1,7.206,21.061,0,0,0,0,1,1,0,1,1
High,IT,1,1,79.7,5.242,0,0,1,1,0,1,0,1,1
Medium,Education,1,1,5.659,16.366,1,1,0,0,1,0,1,0,1
Medium,Healthcare,0,1,8.265,4.925,0,0,0,1,0,1,0,1,1
Medium,Healthcare,1,1,896.299,1.884,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,69.296,4.201,1,0,0,1,1,0,0,1,1
High,Retail,0,1,1.138,5.4,1,0,1,0,1,0,0,1,1
Medium,Education,1,1,6.325,3.493,1,0,0,0,1,0,0,1,1
Medium,Education,1,0,8.566,6.534,0,0,1,1,1,0,1,1,1
Medium,IT,1,1,969.663,6.876,1,1,1,0,0,1,0,1,1
Low,Retail,1,0,78.454,4.355,1,1,1,0,0,1,0,0,1
High,Education,1,1,7.623,481.207,0,1,0,1,0,1,0,1,1
Low,Education,1,1,51.422,5.591,0,0,1,0,1,1,1,1,1
Medium,Retail,1,1,10.714,4.816,1,0,0,0,0,0,0,1,1
High,IT,0,1,7.66,4.655,0,0,1,1,1,1,0,0,1
High,Retail,1,1,9.074,32.138,0,0,1,1,0,1,0,1,1
High,IT,1,1,9.345,14.689,0,1,1,0,0,0,0,0,1
High,Retail,0,1,67.434,19.148,0,0,0,0,1,1,0,0,1
Medium,Education,1,1,760.494,7.573,0,1,0,1,1,1,1,0,1
High,Retail,1,1,10.668,4.483,1,0,0,0,1,1,0,0,1
High,Retail,0,0,576.56,36.314,0,0,0,1,0,0,0,1,1
Medium,IT,1,0,12.255,5.894,0,1,1,0,1,1,1,1,1
Medium,IT,0,0,6.51,28.758,0,1,0,1,1,1,0,0,1
Medium,Education,1,1,56.409,4.874,0,0,1,0,0,1,0,0,1
Medium,Education,0,1,826.461,4.115,0,0,0,0,1,0,0,1,1
Low,Healthcare,0,1,12.416,4.69,0,0,1,1,1,1,0,1,1
Medium,Healthcare,0,1,417.806,3.495,0,0,0,0,0,0,0,1,1
High,Education,1,0,7.717,25.529,0,0,1,1,1,1,0,1,1
Medium,Retail,0,1,8.952,2.765,0,0,1,1,0,0,0,0,1
High,Education,1,0,8.067,2.824,1,0,0,1,1,0,0,1,1
High,IT,0,1,876.384,39.955,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,6.563,16.657,1,0,1,0,1,1,0,1,1
Low,Retail,1,0,6.8,2.128,0,0,1,1,1,1,1,1,1
Medium,Healthcare,1,1,7.703,4.203,0,0,1,1,0,1,1,0,1
High,IT,0,0,5.74,38.084,1,0,1,1,1,1,1,1,1
High,Healthcare,1,1,7.91,4.285,0,0,0,0,0,0,0,1,1
High,Healthcare,0,0,7.222,3.932,0,0,0,0,0,0,0,1,1
High,IT,1,1,7.059,777.842,0,0,1,0,1,0,0,1,1
Medium,Retail,1,0,8.641,419.01,0,0,1,1,1,1,0,1,1
Low,Retail,0,1,4.358,34.313,1,0,0,1,0,1,1,1,1
Medium,Healthcare,0,1,7.541,41.516,1,0,0,1,1,1,0,1,1
Medium,Retail,1,1,12.634,5.529,0,1,1,0,0,1,1,0,1
Medium,IT,1,1,582.778,39.255,0,1,1,0,0,1,0,1,1
High,Education,1,1,10.571,5.027,1,1,1,0,0,1,0,1,1
Medium,IT,0,1,8.109,4.594,0,1,0,0,0,0,0,1,1
Low,IT,1,0,67.94,35.643,1,1,0,0,0,1,0,0,1
High,Healthcare,1,1,5.358,4.166,1,1,0,0,1,0,0,1,1
Medium,Education,1,1,8.279,6.398,0,1,1,0,0,0,0,1,1
Medium,Retail,1,1,10.906,4.364,0,0,1,0,0,0,0,1,1
High,Education,1,1,7.221,25.209,1,0,0,0,1,1,1,1,1
Medium,Retail,1,0,7.838,3.52,0,0,0,1,1,0,0,1,1
Medium,Healthcare,1,1,10.02,8.286,0,0,0,1,1,0,1,1,1
High,IT,1,1,8.681,420.609,0,0,1,0,0,1,0,0,1
Low,Education,1,1,4.855,5.968,0,0,0,1,1,0,0,1,1
High,Retail,0,1,8.197,1.987,1,1,1,0,1,1,0,1,1
High,Retail,1,0,11.024,4.224,0,1,0,1,0,1,0,0,1
Low,Retail,1,1,7.926,547.814,0,1,0,0,1,1,1,0,1
Medium,Education,1,1,25.17,5.636,1,0,1,1,1,1,0,1,1
High,Education,0,1,8.776,5.919,0,1,0,0,1,0,0,0,1
High,Retail,0,1,7.603,11.976,1,1,0,0,0,1,0,1,1
High,Healthcare,1,1,4.341,4.757,1,0,1,1,1,0,0,1,1
Low,Education,0,1,4.641,17.416,1,0,0,0,1,0,0,1,1
Low,Healthcare,1,1,9.95,2.502,0,0,1,0,1,1,0,1,1
Medium,Education,0,1,653.523,5.231,1,0,0,0,0,0,0,0,1
Medium,Education,0,1,6.185,4.237,0,0,0,1,1,1,1,0,1
High,Education,0,1,79.287,50.895,0,0,0,0,0,0,0,1,1
Medium,IT,0,1,6.711,26.063,0,0,0,1,1,1,0,1,1
Medium,IT,0,1,8.2,6.21,1,1,0,1,1,1,1,1,1
Low,Education,0,1,75.945,5.032,0,0,1,0,0,1,0,1,1
Low,IT,1,1,5.6,5.333,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,6.977,2.379,0,1,0,0,0,0,0,1,1
Medium,Healthcare,1,1,8.885,5.757,1,0,0,0,1,1,0,1,1
Low,Retail,1,1,8.083,35.257,0,0,1,1,1,1,0,0,1
High,Retail,1,1,7.836,3.083,1,1,1,0,1,1,0,1,1
Medium,Education,1,0,1.187,4.938,1,0,1,1,1,1,0,1,1
High,IT,0,1,9.462,4.874,1,0,0,0,1,1,0,0,1
Medium,Retail,1,1,9.704,27.297,1,1,0,0,1,1,0,0,1
Medium,Retail,1,1,766.806,708.445,1,0,0,0,0,0,0,0,1
Medium,IT,1,1,844.029,6.721,0,0,0,0,1,1,0,0,1
High,Education,1,1,7.137,49.075,1,1,1,0,1,1,0,0,1
High,IT,1,0,9.555,4.645,0,1,0,1,1,0,1,1,1
Medium,Healthcare,1,1,7.779,4.494,0,1,0,0,0,1,1,1,1
Medium,IT,1,1,8.444,16.75,1,1,0,1,1,0,0,0,1
Medium,Retail,1,1,8.321,4.169,0,0,0,0,1,1,0,1,1
High,Retail,1,1,7.963,4.149,0,0,1,0,1,1,0,1,1
High,Education,1,1,1.387,31.359,0,0,1,0,0,1,0,1,1
Low,Education,0,1,6.666,35.359,0,1,0,1,1,1,0,0,1
Medium,Healthcare,1,1,66.485,4.28,0,1,1,0,0,1,0,1,1
Medium,IT,1,1,9.388,2.354,0,1,0,1,1,1,0,1,1
High,Retail,0,1,6.809,5.382,0,0,1,1,1,1,0,1,1
Low,Retail,0,1,7.417,6.596,1,0,0,0,0,0,0,0,1
Low,IT,0,0,5.827,25.849,0,1,0,0,0,0,0,1,1
Low,Retail,1,0,8.983,4.274,1,0,0,0,0,1,0,1,1
Low,Education,0,1,9.008,5.647,1,0,1,0,0,1,1,0,1
High,Education,1,1,7.369,3.219,0,1,0,1,1,1,1,1,1
Low,Education,1,1,9.429,5.014,0,1,1,0,1,1,0,1,1
Medium,IT,1,1,4.283,39.493,0,0,0,1,1,0,0,0,1
High,Retail,1,1,65.862,5.785,1,0,1,0,0,0,0,1,1
Low,IT,1,1,76.6,2.076,1,0,0,0,0,1,0,1,1
Low,IT,1,0,5.655,234.313,1,1,1,0,0,1,0,1,1
High,Healthcare,1,1,4.502,4.419,1,0,0,1,1,0,0,1,1
Medium,Retail,0,1,7.384,4.144,1,0,1,1,0,0,0,1,1
Low,Retail,1,0,9.388,3.915,1,1,0,0,1,1,1,0,1
Medium,Healthcare,1,1,10.564,48.637,1,0,0,1,0,0,0,1,1
High,Healthcare,0,1,6.905,2.604,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,9.466,1.945,1,0,1,1,1,1,1,1,1
High,Education,0,0,9.273,32.498,0,0,0,0,0,1,0,1,1
Medium,Education,0,1,10.437,3.417,1,0,1,1,0,1,0,1,1
Medium,IT,1,1,7.299,35.743,1,0,0,0,0,0,0,1,1
High,Education,0,0,4.402,5.903,0,1,0,1,1,0,0,1,1
Low,Education,0,1,8.14,5.155,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,5.972,4.799,1,0,0,0,1,0,0,0,1
Medium,Education,0,1,6.552,4.332,0,0,1,1,0,1,0,0,1
Medium,IT,0,1,7.397,33.487,1,0,0,0,0,1,0,1,1
Low,Retail,0,1,7.322,27.19,0,0,0,0,0,0,0,1,1
Medium,Education,0,1,8.283,22.042,1,0,0,1,0,0,0,1,1
Medium,IT,1,1,9.406,2.958,0,0,0,0,1,1,0,0,1
Low,Education,0,1,7.264,39.356,0,0,1,0,1,1,0,1,1
Medium,Retail,0,1,879.139,22.675,1,0,0,1,0,1,0,1,1
High,Healthcare,1,1,802.963,4.254,0,1,0,0,0,1,0,0,1
Medium,Retail,1,0,987.098,37.083,1,0,0,1,0,1,0,1,1
Medium,Education,0,1,7.622,3.404,0,0,1,1,1,1,0,1,1
Medium,Healthcare,1,1,7.842,5.742,1,0,0,0,0,0,0,1,1
Low,Retail,1,1,7.251,30.907,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,7.675,3.424,0,0,1,1,0,1,0,1,1
Medium,Education,1,0,6.433,4.713,1,1,0,1,1,0,0,1,1
Medium,IT,1,1,6.234,4.357,0,0,1,0,0,1,1,1,1
Medium,Healthcare,1,1,955.153,5.143,1,0,1,0,1,0,1,0,1
High,Education,1,1,5.833,19.733,1,1,1,1,0,0,0,1,1
Low,Education,1,1,7.361,21.654,0,0,0,0,1,1,0,1,1
High,Healthcare,0,1,10.03,14.525,0,0,1,1,1,0,0,0,1
Low,Education,1,1,7.294,4.095,0,0,0,1,1,1,0,1,1
Low,Education,1,1,965.748,34.888,0,0,0,0,1,1,0,1,1
Low,IT,1,1,6.817,358.201,0,0,0,1,1,0,0,1,1
Medium,Education,1,1,5.897,34.48,1,0,0,1,0,1,0,1,1
Low,IT,1,1,4.81,25.396,1,0,0,1,1,1,0,1,1
High,Education,1,1,10.625,5.697,0,1,1,1,1,1,0,1,1
Low,IT,1,1,57.262,4.408,0,1,0,0,0,0,0,0,1
Medium,IT,1,1,9.494,22.23,1,0,1,0,0,0,0,1,1
Medium,IT,0,1,6.0,29.491,0,0,0,0,1,1,1,1,1
Medium,Education,1,1,10.634,26.918,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,12.413,6.108,0,0,0,0,0,0,0,1,1
Medium,Retail,0,1,4.626,5.066,1,0,1,0,1,0,0,1,1
Medium,Retail,0,1,5.83,38.102,1,1,0,1,1,1,0,1,1
High,Retail,1,0,954.626,65.608,0,1,1,0,0,1,0,1,1
Medium,Education,1,0,9.026,6.178,1,0,1,1,0,1,0,0,1
High,Healthcare,0,1,9.553,3.653,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,6.852,33.841,1,1,0,1,1,1,0,1,1
Medium,IT,1,1,11.975,34.564,0,0,0,0,0,1,1,1,1
Low,Retail,0,0,8.236,25.708,0,1,0,0,0,1,0,1,1
Medium,Healthcare,1,1,5.566,6.6,0,0,0,0,0,0,0,0,1
Medium,Healthcare,1,1,74.937,2.49,0,0,0,1,0,1,0,1,1
Low,IT,0,1,5.592,5.302,0,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,11.181,5.035,1,0,0,0,1,1,0,1,1
Low,Healthcare,1,1,6.679,3.542,0,0,1,0,0,0,1,1,1
High,Healthcare,1,1,8.984,6.715,0,1,1,0,0,1,0,1,1
Medium,IT,1,0,705.865,16.613,0,0,1,0,0,0,1,1,1
Medium,Education,1,1,6.769,38.804,0,0,1,1,0,1,0,1,1
High,Healthcare,1,1,41.794,32.664,0,0,0,1,0,0,0,1,1
Low,IT,1,1,9.196,5.44,1,0,1,1,1,1,0,0,1
Medium,Healthcare,1,1,10.598,4.53,1,0,0,0,0,1,0,1,1
Low,IT,1,1,61.68,14.09,1,0,1,0,0,0,0,0,1
Low,Healthcare,1,1,4.909,5.859,0,0,0,0,0,0,0,1,1
Low,Retail,1,1,9.606,4.728,1,1,1,0,1,0,0,0,1
Medium,Education,1,1,4.707,2.446,0,1,1,0,0,1,0,0,1
Medium,Retail,0,1,10.439,3.475,0,1,1,0,0,1,1,1,1
Low,IT,1,1,6.191,2.05,0,1,0,0,0,1,1,1,1
Medium,Education,0,0,5.793,374.374,0,1,0,0,1,1,0,0,1
Medium,Education,1,0,8.496,4.225,1,1,0,1,1,0,0,1,1
Medium,IT,1,1,5.923,34.98,1,0,1,1,1,0,0,1,1
Medium,IT,1,0,6.585,3.324,1,0,1,1,1,0,0,1,1
Medium,Healthcare,1,0,8.707,15.808,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,3.141,4.505,0,1,0,0,1,0,1,0,1
High,Healthcare,1,1,11.284,1.113,0,0,0,0,1,1,0,0,1
Medium,Retail,1,1,8.087,4.046,1,0,1,0,1,0,0,0,1
Medium,IT,1,1,5.414,13.012,0,1,0,0,1,1,0,1,1
Low,IT,1,1,5.965,407.575,0,1,0,0,1,0,0,1,1
Medium,IT,1,1,9.983,3.99,0,1,0,0,1,1,0,0,1
High,Education,0,1,9.202,4.605,1,1,0,0,0,1,0,1,1
High,IT,1,1,10.773,5.293,1,0,1,1,0,1,0,1,1
High,Retail,1,1,66.345,5.571,0,0,1,0,1,0,0,1,1
Low,Retail,1,1,8.593,15.849,1,0,1,0,1,1,0,0,1
Low,Retail,0,1,8.853,39.126,1,1,1,1,1,1,0,1,1
Medium,Education,1,0,9.39,7.016,1,0,0,0,0,0,0,1,1
High,Healthcare,0,0,1.025,4.178,1,1,0,0,1,1,1,1,1
Low,Education,1,0,6.565,275.297,1,0,0,0,1,0,1,0,1
High,Healthcare,1,1,7.771,3.88,0,1,0,1,0,0,0,1,1
Medium,Retail,1,0,677.97,3.424,1,0,1,0,1,1,1,1,1
High,Healthcare,0,1,7.894,2.235,1,0,1,0,0,1,0,1,1
Medium,Retail,1,0,939.686,5.303,0,0,1,0,1,1,0,1,1
Medium,Retail,1,1,4.691,4.876,1,0,0,1,0,0,0,0,1
Medium,IT,0,1,1.021,19.982,0,1,0,0,0,1,0,0,1
High,Education,1,1,5.721,3.86,1,0,0,1,1,1,0,1,1
High,Healthcare,0,1,7.385,3.15,0,1,0,0,0,1,0,1,1
High,IT,1,0,10.487,15.976,1,0,0,0,0,0,0,1,1
Low,Retail,1,1,865.601,1.877,0,1,0,0,1,1,0,1,1
Medium,Education,1,0,867.905,21.01,0,0,0,0,0,1,0,1,1
High,IT,0,1,5.638,39.123,0,0,1,0,1,1,0,1,1
Medium,Retail,1,1,5.911,3.313,0,0,1,0,0,1,0,1,1
Low,Retail,1,0,9.882,256.121,1,0,1,1,1,1,0,1,1
High,Retail,1,0,6.821,34.121,0,1,0,1,0,1,0,1,1
Medium,Education,0,1,7.01,5.121,0,0,1,0,1,0,0,1,1
Low,Retail,1,1,9.927,4.535,1,0,0,0,0,1,0,0,1
Medium,Healthcare,0,1,5.9,55.028,0,0,1,1,1,1,0,1,1
Low,Retail,1,1,8.538,36.575,0,0,0,0,0,1,1,0,1
Low,Retail,0,1,8.085,6.403,0,1,0,0,1,1,0,1,1
Medium,IT,1,0,7.994,4.522,1,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,6.963,32.666,1,0,1,0,0,1,0,1,1
High,Healthcare,1,0,6.84,4.139,1,0,1,1,0,1,0,1,1
High,Education,0,1,5.843,2.127,1,1,0,0,0,1,0,1,1
High,Healthcare,1,1,8.965,3.54,1,1,0,1,1,0,1,0,1
Medium,Education,1,0,6.663,4.644,1,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,9.937,4.917,0,0,0,1,0,1,0,1,1
Medium,IT,1,1,75.508,3.384,0,1,0,0,0,1,0,1,1
Medium,Retail,0,1,5.883,8.1,0,0,0,1,1,1,0,1,1
Medium,Retail,0,0,7.524,3.741,0,0,1,1,1,1,1,1,1
Medium,IT,0,0,7.178,14.824,1,0,0,1,0,1,0,1,1
Medium,Healthcare,1,1,10.018,5.819,0,0,0,0,0,1,1,1,1
Medium,IT,0,1,7.261,4.91,1,1,1,0,0,0,1,1,1
Low,Education,1,1,7.447,4.347,0,0,0,0,1,0,0,0,1
High,Retail,1,0,10.823,3.302,0,0,1,1,1,0,1,1,1
Medium,Education,1,1,9.016,4.59,0,0,0,1,0,0,0,0,1
High,Healthcare,1,1,11.325,6.428,0,0,1,0,1,1,0,1,1
Low,Education,1,1,1.051,43.024,1,0,0,0,1,1,0,1,1
Medium,IT,1,1,6.225,1.794,1,0,0,0,1,0,1,1,1
High,Education,0,1,9.979,11.8,1,1,0,0,1,1,0,1,1
Medium,IT,1,1,11.05,4.576,0,0,0,1,1,0,0,1,1
Medium,Retail,0,1,1.106,2.521,0,0,1,1,0,1,0,1,1
Medium,Healthcare,1,1,9.976,3.85,0,0,1,1,0,1,0,1,1
Medium,Retail,1,1,9.935,2.786,1,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,73.946,2.678,0,0,1,1,0,0,0,1,1
Medium,IT,0,1,63.252,28.52,1,0,1,0,1,0,0,1,1
Medium,Retail,1,0,7.295,2.987,1,1,1,1,0,1,0,1,1
Medium,Retail,1,0,4.67,5.164,0,0,0,1,1,0,0,1,1
Low,IT,1,1,1.068,4.86,1,0,0,0,0,1,0,1,1
High,IT,1,0,7.433,218.801,1,0,1,0,0,1,0,1,1
Medium,Retail,1,1,1.058,23.923,0,0,1,0,1,1,0,0,1
Medium,Retail,0,1,55.37,4.568,1,0,0,0,1,1,0,1,1
Low,Education,1,1,10.165,5.578,1,1,0,1,0,1,0,1,1
High,Healthcare,1,1,7.01,5.555,0,0,1,0,1,1,0,1,1
High,Retail,0,0,5.431,24.956,0,1,0,0,1,1,0,0,1
Medium,IT,0,0,11.254,5.483,0,0,0,0,0,1,1,1,1
Low,Retail,1,1,10.214,1.335,1,0,1,1,0,0,0,1,1
High,Retail,1,1,8.423,3.695,0,0,0,0,0,0,0,1,1
Medium,IT,1,1,8.067,4.73,0,0,1,0,0,0,0,1,1
High,IT,0,1,8.879,881.792,0,0,0,1,0,1,0,1,1
High,Retail,1,1,8.389,71.392,0,0,0,1,0,1,0,1,1
Medium,Education,0,1,64.154,5.99,0,0,0,0,1,1,0,1,1
High,IT,0,1,7.175,4.97,0,0,0,0,0,1,0,1,1
Medium,Retail,0,1,11.921,2.552,0,0,0,1,0,1,0,0,1
High,Healthcare,1,1,13.344,38.978,1,0,1,1,1,1,0,1,1
Medium,Healthcare,1,1,11.125,5.185,1,1,0,1,1,1,0,1,1
Medium,Retail,0,1,8.956,23.16,0,1,1,0,1,1,0,0,1
High,Healthcare,1,0,732.45,37.292,1,0,0,1,0,1,0,1,1
Medium,Education,1,1,6.403,5.365,0,1,0,0,1,1,0,1,1
High,Healthcare,1,1,6.535,17.581,1,0,1,0,1,0,0,1,1
High,IT,0,1,6.893,4.498,0,0,1,1,0,1,0,0,1
Medium,IT,0,1,12.302,13.678,0,0,0,1,1,1,0,1,1
Low,IT,1,1,11.612,258.422,0,1,0,1,1,1,0,0,1
Medium,Healthcare,0,1,9.492,32.431,0,0,0,0,0,0,1,1,1
Low,Education,0,1,6.078,4.77,1,0,1,0,1,1,0,0,1
Medium,Healthcare,1,0,9.786,29.488,0,0,0,1,0,1,0,1,1
Medium,IT,1,1,752.276,4.188,0,1,0,0,0,1,0,1,1
High,Retail,1,1,3.693,29.691,1,1,0,0,1,0,0,0,1
High,Retail,0,0,8.574,32.04,1,1,0,1,0,0,0,1,1
Medium,IT,0,1,631.617,5.875,0,0,1,0,0,1,0,1,1
High,Healthcare,1,1,6.383,22.746,0,0,0,0,0,0,1,1,1
